Peak ,Name ,Yr/Seas ,Date ,Time ,Citizenship ,Sex ,Age ,Oxy ,Dth ,Host 
EVER,"Nuru Gyalzen Sherpa (Phortse, Khumbu)",2004 Spr,27-May,11:12,Nepal,M,30,Y,.,Nepal
EVER,"Pasang Tenzing Sherpa (Phortse, Khumbu)",2004 Spr,27-May,11:12,Nepal,M,26,Y,.,Nepal
EVER,Ngawang Norbu (Awang Luobo) ,2004 Spr,29-May,5:35,China,M,23,Y,.,China
EVER,Phurtse (Pubu Tsering) ,2004 Spr,29-May,5:35,China,M,20,Y,.,China
EVER,Tashi Namgyal (Zhaxi Nanjia) ,2004 Spr,29-May,5:35,China,M,21,Y,.,China
EVER,Felix Alexander Berg,2004 Spr,29-May,5:35,Germany,M,23,Y,.,China
EVER,Arnold Coster,2004 Spr,29-May,6:35,Netherlands,M,28,Y,.,China
EVER,"Lhakpa Ongyal (Lhakpa Wangel) Sherpa (Nurbugaon, Makalu-Barun)",2004 Spr,29-May,6:35,Nepal,M,37,Y,.,China
EVER,"Tenzing (Tenjen) Sherpa (Nurbugaon, Makalu-Barun)",2004 Spr,29-May,6:35,Nepal,M,29,Y,.,China
EVER,Andrej Mariev,2004 Spr,30-May,7:45,Russia,M,33,Y,.,China
EVER,Pavel Shabalin,2004 Spr,30-May,7:45,Russia,M,43,Y,.,China
EVER,Ilyas Tukhvatullin,2004 Spr,30-May,7:45,Uzbekistan,M,46,Y,.,China
EVER,Piotr (Petr) Kouznetsov,2004 Spr,31-May,7:00,Russia,M,46,Y,.,China
EVER,Gleb Sokolov,2004 Spr,31-May,7:00,Russia,M,50,Y,.,China
EVER,Evgeni Vinogradski,2004 Spr,31-May,7:00,Russia,M,57,Y,.,China
EVER,Victor Bobok,2004 Spr,1-Jun,6:45,Russia,M,43,Y,.,China
EVER,Victor Volodine,2004 Spr,1-Jun,6:45,Russia,M,41,Y,.,China
EVER,Viktor Mlinar,2005 Spr,21-May,7:45,Slovenia,M,38,Y,.,China
EVER,Marko Lihteneker,2005 Spr,21-May,8:45,Slovenia,M,35,Y,Y,China
EVER,Luda ,2005 Spr,21-May,9:00,China,M,23,Y,.,China
EVER,Pasang Tarke (Basang Taqu) ,2005 Spr,21-May,9:00,China,M,26,Y,.,China
EVER,"Ang Babu (Jimba Zangbu) Sherpa (Khumjung, Khumbu)",2005 Spr,21-May,9:00,Nepal,M,30,Y,.,China
EVER,"Jangbu Sherpa (Patle-4, Okhaldhunga)",2005 Spr,21-May,9:00,Nepal,M,37,Y,.,China
EVER,Neal Z. Jing,2005 Spr,21-May,9:45,USA,M,40,Y,.,China
EVER,Pemba Tashi (Bianba Zhaxi) ,2005 Spr,21-May,10:00,China,M,27,Y,.,China
EVER,Magnus Flock,2005 Spr,21-May,10:00,Sweden,M,29,Y,.,China
EVER,"Fur Tenji (Phur Tenji) Sherpa (Bupsa, Jubing-5, Solukhumbu)",2005 Spr,21-May,10:00,Nepal,M,37,Y,.,China
EVER,Jocelyn Dufour,2005 Spr,21-May,10:15,Canada,M,33,Y,.,China
EVER,Rosa Maria Fernandez Rubio,2005 Spr,21-May,10:30,Spain,F,45,Y,.,China
EVER,"Dawa Chhiri (Dawa Tsiri) Sherpa (Kurima, Lokhim-9, Solukhumbu)",2005 Spr,21-May,10:30,Nepal,M,38,Y,.,China
EVER,"Dayula Sherpa (Dhodre, Sotang, Solukhumbu)",2005 Spr,21-May,10:30,Nepal,M,33,Y,.,China
EVER,Michael Frank,2005 Spr,21-May,10:40,USA,M,39,Y,.,China
EVER,"Da Nima Sherpa (Bhakanje, Solukhumbu)",2005 Spr,21-May,10:40,Nepal,M,32,Y,.,China
EVER,"Lhakpa Rangdu Sherpa (Talakharka, Sotang-6, Solukhumbu)",2005 Spr,21-May,10:40,Nepal,M,37,Y,.,China
EVER,Karma Gyeltshen ,2005 Spr,21-May,11:15,Bhutan,M,26,Y,.,China
EVER,"Karma Gyalzen/Gelje Sherpa (Bishinga-9, Okhaldhunga)",2005 Spr,21-May,12:00,Nepal,M,34,Y,.,China
EVER,Keiichi Takeuchi,2005 Spr,21-May,12:00,Japan,M,50,Y,.,China
EVER,Adhan (Aden) ,2005 Spr,22-May,,China,M,0,Y,.,China
EVER,Chimi (Xiao Qimi) ,2005 Spr,22-May,,China,M,41,Y,.,China
EVER,Da Chimi (Da Qimi) ,2005 Spr,22-May,,China,M,47,Y,.,China
EVER,Dorje Karsang (Dorje Gesang) ,2005 Spr,22-May,,China,M,24,Y,.,China
EVER,"Gigi (Gyigyi, Jiji) ",2005 Spr,22-May,,China,F,36,Y,.,China
EVER,Gyalbu (Jiabu) ,2005 Spr,22-May,,China,M,45,Y,.,China
EVER,"Khetsun (Kaizun, Kai Zhong) ",2005 Spr,22-May,,China,M,39,Y,.,China
EVER,"Laji (Lhagyi, La Ji) ",2005 Spr,22-May,,China,F,35,Y,.,China
EVER,"Lhakpa (Laba, La Ba) ",2005 Spr,22-May,,China,M,40,Y,.,China
EVER,Ngawang Dhondup (Ngawang Dradul) ,2005 Spr,22-May,,China,M,24,Y,.,China
EVER,Ngawang Gedun (Ngawang Dgedon) ,2005 Spr,22-May,,China,M,23,Y,.,China
EVER,Ngawang Norbu (Awang Luobo) ,2005 Spr,22-May,,China,M,24,Y,.,China
EVER,Phurbu (Pubu) ,2005 Spr,22-May,,China,M,40,Y,.,China
EVER,Tashi Phuntsok (Tashi Phinzo) ,2005 Spr,22-May,,China,M,22,Y,.,China
EVER,Wangdu (Big) ,2005 Spr,22-May,,China,M,24,Y,.,China
EVER,"Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)",2005 Spr,22-May,,Nepal,M,39,Y,.,China
EVER,"Ngima Sherpa (Khanding, Gorakhani, Solukhumbu)",2005 Spr,22-May,,Nepal,M,30,Y,.,China
EVER,"Norbu/Nurbu (Nuru) Sherpa (Beding, Dolakha)",2005 Spr,22-May,,Nepal,M,37,Y,.,China
EVER,"Pemba Gyalzen/Geljen Sherpa (Thami, Khumbu)",2005 Spr,22-May,,Nepal,M,35,Y,.,China
EVER,"Pemba Rita Sherpa (Beding, Dolakha)",2005 Spr,22-May,,Nepal,M,25,Y,.,China
EVER,"Phurba Tshering Sherpa (Thami, Khumbu)",2005 Spr,22-May,,Nepal,M,31,Y,.,China
EVER,"Phurwa Sherpa (Simigaon, Dolakha)",2005 Spr,22-May,,Nepal,M,32,Y,.,China
EVER,Liang Zhang,2005 Spr,22-May,,China,M,41,Y,.,China
EVER,Shao-Hong (Chou) Zhang,2005 Spr,22-May,,China,M,34,Y,.,China
EVER,Masakazu Okuda,2005 Spr,27-May,7:10,Japan,M,38,Y,.,China
EVER,"Phura Chhiri (Phurba Chhiri) Sherpa (Sakpharma, Lokhim-9, Solukhumbu)",2005 Spr,27-May,7:10,Nepal,M,36,Y,.,China
EVER,Yoshinobu Kato,2005 Spr,27-May,8:20,Japan,M,29,Y,.,China
EVER,"Phur Gyalzen (Fur Geljen) Sherpa (Yilajung, Khumbu)",2005 Spr,29-May,,Nepal,M,35,Y,.,China
EVER,"Thendorje (Thendu Dorje) Sherpa (Pangboche, Khumbu)",2005 Spr,29-May,,Nepal,M,22,Y,.,China
EVER,Vidar Femdal Roe,2005 Spr,29-May,5:30,Norway,M,36,Y,.,China
EVER,Marius Flygind,2005 Spr,29-May,5:30,Norway,M,31,Y,.,China
EVER,Jon Gangdal,2005 Spr,29-May,5:30,Norway,M,50,Y,.,China
EVER,Peter Mattias Karlsson,2005 Spr,29-May,5:30,Sweden,M,39,Y,.,China
EVER,"Dawa Chhiri (Da Chhiri) Sherpa (Phurte, Khumbu)",2005 Spr,29-May,5:30,Nepal,M,27,Y,.,China
EVER,"Dawa Tenzin (Dawa Tenji) Sherpa (Beding, Dolakha)",2005 Spr,29-May,5:30,Nepal,M,29,Y,.,China
EVER,"Dawa Tshering (Dawa Chhiri) Sherpa (Beding, Dolakha)",2005 Spr,29-May,5:30,Nepal,M,33,Y,.,China
EVER,"Nawang Tenji (Nwang Tenji) Sherpa (Beding, Dolakha)",2005 Spr,29-May,5:30,Nepal,M,38,Y,.,China
EVER,"Nima Nuru/Norbu Sherpa (Thamiteng, Khumbu)",2005 Spr,29-May,5:30,Nepal,M,30,Y,.,China
EVER,Henrik Wolf Meedom,2005 Spr,29-May,5:30,Norway,M,31,Y,.,China
EVER,Iso Planic,2005 Spr,29-May,5:55,Serbia,M,39,Y,.,China
EVER,"Dawa Gelu Sherpa (Sedua, Makalu-Barun)",2005 Spr,29-May,5:55,Nepal,M,32,Y,.,China
EVER,"Kami Sherpa (Sedua, Makalu-Barun)",2005 Spr,29-May,5:55,Nepal,M,38,Y,.,China
EVER,Richmond Burness MacIntyre,2005 Spr,29-May,7:50,S Africa,M,51,Y,.,China
EVER,"Mingma Ongel Sherpa (Walung, Makalu-9, Makalu-Barun)",2005 Spr,29-May,7:50,Nepal,M,36,Y,.,China
EVER,Nick Nielsen,2005 Spr,29-May,8:15,Denmark,M,29,Y,.,China
EVER,Sergei Igorevich Bershov,2005 Spr,29-May,9:25,Ukraine,M,58,Y,.,China
EVER,Igor Svergun,2005 Spr,29-May,9:25,Ukraine,M,39,Y,.,China
EVER,"Mingma Dorje Sherpa (Phortse, Khumbu)",2005 Spr,30-May,,Nepal,M,39,Y,.,China
EVER,"Pasang Sona (Ang Sona/Sonam) Sherpa (Thami Og, Khumbu)",2005 Spr,30-May,,Nepal,M,27,Y,.,China
EVER,"Pemba Nuru Sherpa (Thamiteng, Khumbu)",2005 Spr,30-May,,Nepal,M,28,Y,.,China
EVER,"Pemba Rinjin Sherpa (Balakharka, Makalu-Barun)",2005 Spr,30-May,,Nepal,M,40,Y,.,China
EVER,"Phurba Chhoter (Ang Jangbu) Sherpa (Yilajung, Khumbu)",2005 Spr,30-May,,Nepal,M,33,Y,.,China
EVER,Karo Ovasapyan,2005 Spr,30-May,4:00,Russia,M,45,Y,.,China
EVER,"Pemba Tenzing Sherpa (Thamo, Khumbu)",2005 Spr,30-May,4:00,Nepal,M,28,Y,.,China
EVER,Ramesh Chandra Tripathi,2005 Spr,30-May,5:30,India,M,39,Y,.,China
EVER,Stuart Alexander Holmes,2005 Spr,30-May,6:00,UK,M,39,Y,.,China
EVER,Timothy John (Tim) Mosedale,2005 Spr,30-May,6:00,UK,M,39,Y,.,China
EVER,"Phenden/Phanden Sherpa (Kharikhola, Solukhumbu)",2005 Spr,30-May,6:00,Nepal,M,33,Y,.,China
EVER,Nikolai Dmitrievich Cherny,2005 Spr,30-May,6:15,Russia,M,66,Y,.,China
EVER,Aleksander N. (Al) Iakovenko,2005 Spr,30-May,6:15,Russia,M,44,Y,.,China
EVER,Igor Pokhvalin,2005 Spr,30-May,6:15,Ukraine,M,47,Y,.,China
EVER,"Pasang (Pasang Temba) Sherpa (Balakharka, Makalu-Barun)",2005 Spr,30-May,6:15,Nepal,M,22,Y,.,China
EVER,Yuri Taydakov,2005 Spr,30-May,6:15,Russia,M,50,Y,.,China
EVER,"Dawa Gyalzen (Da Gyalzen) Sherpa (Sakpharma, Lokhim-9, Solukhumbu)",2005 Spr,30-May,6:40,Nepal,M,38,Y,.,China
EVER,Charles Julian Thompson,2005 Spr,30-May,6:40,UK,M,28,Y,.,China
EVER,Niku Ram Chowdhary,2005 Spr,30-May,6:45,India,M,33,Y,.,China
EVER,Humphrey Murphy,2005 Spr,30-May,7:10,Ireland,M,41,Y,.,China
EVER,"Jangbu Sherpa (Bakachol-9, Khotang)",2005 Spr,30-May,7:30,Nepal,M,39,Y,.,China
EVER,"Pasang Karma Sherpa (Paiya, Jubing-7, Solukhumbu)",2005 Spr,30-May,7:30,Nepal,M,32,Y,.,China
EVER,"Pasang Nima Sherpa (Bakachol-9, Khotang)",2005 Spr,30-May,7:30,Nepal,M,33,Y,.,China
EVER,Ian Wade,2005 Spr,30-May,7:30,UK,M,31,Y,.,China
EVER,Ivan T. Dusharin,2005 Spr,30-May,8:15,Russia,M,57,Y,.,China
EVER,"Pasang Tenje Sherpa (Walung, Makalu-9, Makalu-Barun)",2005 Spr,30-May,8:15,Nepal,M,34,Y,.,China
EVER,"Mingma Gelu Sherpa (Balakharka, Makalu-Barun)",2005 Spr,30-May,8:30,Nepal,M,26,Y,.,China
EVER,Gregory Skaller,2005 Spr,30-May,8:30,Russia,M,58,Y,.,China
EVER,"Da Ongchhu (Dawangchu) Sherpa (Kurima, Lokhim-9, Solukhumbu)",2005 Spr,30-May,9:00,Nepal,M,26,Y,.,China
EVER,"Dawa Nurbu Sherpa (Walung, Makalu-9, Makalu-Barun)",2005 Spr,30-May,9:15,Nepal,M,32,Y,.,Nepal
EVER,Guillermo (Willie) Benegas,2005 Spr,30-May,9:20,USA,M,36,Y,.,Nepal
EVER,Christine Joyce Feld Boskoff,2005 Spr,30-May,9:20,USA,F,37,Y,.,Nepal
EVER,Dean Daniel Cardinale,2005 Spr,30-May,9:20,USA,M,36,Y,.,Nepal
EVER,Eric Samuel Garza,2005 Spr,30-May,9:20,USA,M,41,Y,.,Nepal
EVER,"Ang Pasang Sherpa (Leldhum, Jubing, Solukhumbu)",2005 Spr,30-May,9:20,Nepal,M,35,Y,.,Nepal
EVER,"Lama Jangbu Sherpa (Kharikhola, Solukhumbu)",2005 Spr,30-May,9:20,Nepal,M,40,Y,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Namche Bazar, Khumbu)",2005 Spr,30-May,9:20,Nepal,M,27,Y,.,Nepal
EVER,"Mingma Tshering (Mingma Chhiri) Sherpa (Kharikhola, Solukhumbu)",2005 Spr,30-May,9:20,Nepal,M,24,Y,.,Nepal
EVER,"Nima Wandeki (Nima Ongdi/Wangdi) Sherpa (Kharikhola, Solukhumbu)",2005 Spr,30-May,9:20,Nepal,M,31,Y,.,Nepal
EVER,Shaunna Marie Burke,2005 Spr,30-May,9:30,Canada,F,29,Y,.,Nepal
EVER,"Changba Nurbu (Chhongba Nuru) Sherpa (Tate, Khumbu)",2005 Spr,30-May,9:30,Nepal,M,40,Y,.,Nepal
EVER,"Lama Babu Sherpa (Cheremy, Bung-9, Solukhumbu)",2005 Spr,30-May,9:30,Nepal,M,36,Y,.,Nepal
EVER,"Pemba Gyalzen/Gyalje Sherpa (Pangkoma, Jubing-9, Solukhumbu)",2005 Spr,30-May,9:30,Nepal,M,31,Y,.,Nepal
EVER,"Nima Dorje (Kala) Tamang (Chitre, Bakachol, Khotang)",2005 Spr,30-May,9:30,Nepal,M,25,Y,.,Nepal
EVER,Douglas Lee Brockmeyer,2005 Spr,30-May,9:35,USA,M,45,Y,.,Nepal
EVER,David Allen (Dave) Hahn,2005 Spr,30-May,9:35,USA,M,43,Y,.,Nepal
EVER,"Dawa Nuru (Danuru) Sherpa (Phortse, Khumbu)",2005 Spr,30-May,9:35,Nepal,M,26,Y,.,Nepal
EVER,"Mingma Tenzing Sherpa (Phortse, Khumbu)",2005 Spr,30-May,9:35,Nepal,M,18,Y,.,Nepal
EVER,"Phu Nuru (Phunuru) Sherpa (Phortse, Khumbu)",2005 Spr,30-May,9:35,Nepal,M,25,Y,.,Nepal
EVER,Gabriel Filippi,2005 Spr,30-May,9:40,Canada,M,44,Y,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Yilajung, Khumbu)",2005 Spr,30-May,9:40,Nepal,M,32,Y,.,Nepal
EVER,"Phur Gyalzen Sherpa (Bumburi, Jubing, Solukhumbu)",2005 Spr,30-May,9:45,Nepal,M,29,Y,.,Nepal
EVER,Scott Joseph Wazny,2005 Spr,30-May,9:45,USA,M,33,Y,.,Nepal
EVER,Geun-Saeng Kim,2005 Spr,30-May,9:55,S Korea,M,38,Y,.,Nepal
EVER,"Nawang Lhakpa (Ngang Lhakpa) Sherpa (Chheplung, Khumbu)",2005 Spr,30-May,9:55,Nepal,M,33,Y,.,Nepal
EVER,"Pasang Rita Sherpa (Thamo, Khumbu)",2005 Spr,30-May,9:55,Nepal,M,27,Y,.,Nepal
EVER,Jesus Gonzalez Calleja,2005 Spr,30-May,10:00,Spain,M,40,Y,.,Nepal
EVER,"Pasang Tshering (Ang Pasang) Sherpa (Thamiteng, Khumbu)",2005 Spr,30-May,10:00,Nepal,M,31,Y,.,Nepal
EVER,"Tshering Wangchu (Tshering Ongchuk) Sherpa (Thamo, Khumbu)",2005 Spr,30-May,10:00,Nepal,M,22,Y,.,Nepal
EVER,Eghbal Aflaki Aghbelagh,2005 Spr,30-May,10:25,Iran,M,50,Y,.,Nepal
EVER,Reza Bahadorani,2005 Spr,30-May,10:25,Iran,M,26,Y,.,Nepal
EVER,Azim Gheichisaz,2005 Spr,30-May,10:25,Iran,M,23,Y,.,Nepal
EVER,Laleh Keshavarz,2005 Spr,30-May,10:25,Iran,F,25,Y,.,Nepal
EVER,Farkhondeh Sadegh,2005 Spr,30-May,10:25,Iran,F,36,Y,.,Nepal
EVER,"Chhang Dawa Sherpa (Nurbu Chaur, Makalu-9, Makalu-Barun)",2005 Spr,30-May,10:25,Nepal,M,22,Y,.,Nepal
EVER,"Dawa Sherpa (Mera, Kanku-9, Solukhumbu)",2005 Spr,30-May,10:25,Nepal,M,44,Y,.,Nepal
EVER,"Karma Gyalzen Sherpa (Makalu-9, Makalu-Barun)",2005 Spr,30-May,10:25,Nepal,M,21,Y,.,Nepal
EVER,"Lhakpa (Lhakpa Nuru) Sherpa (Khumjung, Khumbu)",2005 Spr,30-May,10:25,Nepal,M,44,Y,.,Nepal
EVER,"Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)",2005 Spr,30-May,10:25,Nepal,M,37,Y,.,Nepal
EVER,Mahmoud Shoaei,2005 Spr,30-May,10:25,Iran,M,42,Y,.,Nepal
EVER,"Jamling Bhote (Hungung, Hatiya-1, Makalu-Barun)",2005 Spr,30-May,11:00,Nepal,M,27,Y,.,China
EVER,Sirigereshiva Shankarappa Chaitanya,2005 Spr,30-May,11:00,India,M,31,Y,Y,China
EVER,Usukhbayar Golovdorj,2005 Spr,30-May,11:00,Mongolia,M,27,Y,.,Nepal
EVER,"Iman Gurung (Laprak, Gorkha)",2005 Spr,30-May,11:00,Nepal,M,45,Y,.,Nepal
EVER,Moni Mulepati,2005 Spr,30-May,11:00,Nepal,F,23,Y,.,Nepal
EVER,"Jangbu Sherpa (Kharikhola, Solukhumbu)",2005 Spr,30-May,11:00,Nepal,M,24,Y,.,Nepal
EVER,"Kami Sherpa (Jantarkhani, Okhaldhunga)",2005 Spr,30-May,11:00,Nepal,M,27,Y,.,Nepal
EVER,"Pasang Sherpa (Jiri, Dolakha)",2005 Spr,30-May,11:00,Nepal,M,29,Y,.,Nepal
EVER,"Pemba Dorje (Pem Dorje) Sherpa (Tapting, Solukhumbu)",2005 Spr,30-May,11:00,Nepal,M,23,Y,.,Nepal
EVER,Pavel Trcala,2005 Spr,30-May,11:00,Czech Republic,M,27,Y,.,China
EVER,Mahmoud Goudarzi Taghanaki,2005 Spr,30-May,11:20,Iran,M,33,Y,.,Nepal
EVER,Jalal Cheshmeh Ghasabani,2005 Spr,30-May,11:25,Iran,M,45,Y,.,Nepal
EVER,Reza Zarei Toudeshki,2005 Spr,30-May,11:25,Iran,M,35,Y,.,Nepal
EVER,David Liano Gonzalez,2005 Spr,30-May,11:35,Mexico,M,25,Y,.,Nepal
EVER,"Chhuwang Nima Sherpa (Tesho, Khumbu)",2005 Spr,30-May,11:35,Nepal,M,37,Y,.,Nepal
EVER,"Kami Rita (Topke) Sherpa (Thami, Khumbu)",2005 Spr,30-May,11:35,Nepal,M,35,Y,.,Nepal
EVER,Vernon Edward (Vern) Tejas,2005 Spr,30-May,11:35,USA,M,52,Y,.,Nepal
EVER,Hyong-Chul Kim,2005 Spr,30-May,11:40,S Korea,M,26,Y,.,Nepal
EVER,"Dawa Wangchuk (Dawa Ongchu) Sherpa (Walung, Makalu-9, Makalu-Barun)",2005 Spr,30-May,11:40,Nepal,M,32,Y,.,Nepal
EVER,Jin-Ho Seok,2005 Spr,30-May,12:00,S Korea,M,36,Y,.,Nepal
EVER,"Peme Sherpa (Tashigaon, Makalu-Barun)",2005 Spr,30-May,12:00,Nepal,M,39,Y,.,Nepal
EVER,Kenton Edward Cool,2005 Spr,31-May,5:50,UK,M,31,Y,.,Nepal
EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",2005 Spr,31-May,6:30,Nepal,M,45,Y,.,Nepal
EVER,Jong-Ho Ahn,2005 Spr,31-May,7:00,S Korea,M,29,Y,.,Nepal
EVER,John Christopher Gray,2005 Spr,31-May,7:00,USA,M,37,Y,.,Nepal
EVER,Sang-Sea Lee,2005 Spr,31-May,7:00,S Korea,M,44,Y,.,Nepal
EVER,"Dawa Nuru/Norbu Sherpa (Thami, Khumbu)",2005 Spr,31-May,7:00,Nepal,M,41,Y,.,Nepal
EVER,"Tashi Lhakpa Sherpa (Walung, Makalu-9, Makalu-Barun)",2005 Spr,31-May,7:00,Nepal,M,19,Y,.,Nepal
EVER,"Thilen Sherpa (Nurbugaon, Makalu-Barun)",2005 Spr,31-May,7:00,Nepal,M,37,Y,.,Nepal
EVER,"Tashi Dorje (Ang Tashi) Sherpa (Pangboche, Khumbu)",2005 Spr,31-May,7:25,Nepal,M,34,Y,.,Nepal
EVER,Lindley Morris Zerbe,2005 Spr,31-May,7:25,USA,M,27,Y,.,Nepal
EVER,Takeshi Kodama,2005 Spr,31-May,7:30,Japan,M,30,Y,.,Nepal
EVER,"Pasang Rinji Sherpa (Kharikhola, Solukhumbu)",2005 Spr,31-May,7:30,Nepal,M,28,Y,.,Nepal
EVER,Robert Timothy Chang,2005 Spr,31-May,8:30,USA,M,36,Y,.,Nepal
EVER,"Ang Pasang Sherpa (Thami, Khumbu)",2005 Spr,31-May,8:30,Nepal,M,37,Y,.,Nepal
EVER,Edward Oner (Ed) Diffendal,2005 Spr,31-May,8:45,USA,M,37,Y,.,Nepal
EVER,Rex Pemberton,2005 Spr,31-May,8:45,Australia,M,21,Y,.,Nepal
EVER,"Dawa Sona (Da Sona, Da Sonam) Sherpa (Pangboche, Khumbu)",2005 Spr,31-May,8:45,Nepal,M,39,Y,.,Nepal
EVER,"Pasang Rinji Sherpa (Phortse, Khumbu)",2005 Spr,31-May,8:45,Nepal,M,28,Y,.,Nepal
EVER,Keiichi Iwasaki,2005 Spr,31-May,8:55,Japan,M,32,Y,.,Nepal
EVER,"Pasang Sherpa (Siddha Pokhari, Kerabari, Makalu-Barun)",2005 Spr,31-May,8:55,Nepal,M,28,Y,.,Nepal
EVER,"Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2005 Spr,31-May,8:55,Nepal,M,21,Y,.,Nepal
EVER,Shigeki Imoto,2005 Spr,31-May,9:30,Japan,M,42,Y,.,Nepal
EVER,"Dawa Nurbu (Danuru) Sherpa (Kharikhola, Solukhumbu)",2005 Spr,31-May,9:30,Nepal,M,28,Y,.,Nepal
EVER,"Pemba Nuru Sherpa (Beding, Dolakha)",2005 Spr,31-May,9:45,Nepal,M,24,Y,.,Nepal
EVER,John Thomas Taylor,2005 Spr,31-May,9:45,Australia,M,46,Y,.,Nepal
EVER,Nicholas Philip (Nick) Farr,2005 Spr,31-May,10:15,Australia,M,38,Y,.,Nepal
EVER,Gregory Martin (Greg) Linsdell,2005 Spr,31-May,10:15,Australia,M,42,Y,.,Nepal
EVER,"Pema Chhiring/Chhiri Sherpa (Beding, Dolakha)",2005 Spr,31-May,10:15,Nepal,M,21,Y,.,Nepal
EVER,"Pema Tshering (Pem Chhiri) Sherpa (Chankhu-6, Dolakha)",2005 Spr,31-May,10:15,Nepal,M,25,Y,.,Nepal
EVER,Gerfried Goeschl,2005 Spr,1-Jun,17:50,Austria,M,32,No,.,China
EVER,"Tsheri Sherpa (Yilajung (Thami), Khumbu)",2005 Spr,2-Jun,,Nepal,M,32,Y,.,Nepal
EVER,"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",2005 Spr,2-Jun,,Nepal,M,34,Y,.,Nepal
EVER,"Nima Tashi Sherpa (Pangboche, Khumbu)",2005 Spr,2-Jun,5:00,Nepal,M,45,Y,.,Nepal
EVER,"Pema Temba (Pemba Temba) Sherpa (Pangboche, Khumbu)",2005 Spr,2-Jun,5:00,Nepal,M,39,Y,.,Nepal
EVER,Urszula Elzbieta Tokarska,2005 Spr,2-Jun,5:15,Canada,F,42,Y,.,Nepal
EVER,Tsering Ladol,2005 Spr,2-Jun,6:15,India,F,19,Y,.,China
EVER,Dechen Lhamo,2005 Spr,2-Jun,6:15,India,F,23,Y,.,China
EVER,Dmitri Moskalev,2005 Spr,2-Jun,6:15,Russia,M,43,Y,.,China
EVER,Saurabh Singh Shekhawat,2005 Spr,2-Jun,6:15,India,M,34,Y,.,China
EVER,"Mingma Nurbu Sherpa (Khumjung, Khumbu)",2005 Spr,2-Jun,6:15,Nepal,M,25,Y,.,China
EVER,Surjeet Singh,2005 Spr,2-Jun,6:15,India,M,36,Y,.,China
EVER,Gheorghe Dijmarescu,2005 Spr,2-Jun,6:30,USA,M,43,Y,.,China
EVER,"Ang Dawa Sherpa (Tashigaon, Makalu-Barun)",2005 Spr,2-Jun,6:30,Nepal,M,23,Y,.,China
EVER,"Lakpa/Lhakpa Sherpa (Tashigaon, Makalu-Barun)",2005 Spr,2-Jun,6:30,Nepal,F,31,Y,.,China
EVER,Esther Colwill,2005 Spr,2-Jun,7:37,UK,F,31,Y,.,Nepal
EVER,Jose Luis Peralvo Arcos,2005 Spr,2-Jun,7:37,Ecuador,M,38,Y,.,Nepal
EVER,"Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)",2005 Spr,2-Jun,7:37,Nepal,M,36,Y,.,Nepal
EVER,"Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)",2005 Spr,2-Jun,7:37,Nepal,M,23,Y,.,Nepal
EVER,Danielle Fisher,2005 Spr,2-Jun,8:00,USA,F,20,Y,.,Nepal
EVER,David Charles (Dave) Morton,2005 Spr,2-Jun,8:00,USA,M,33,Y,.,Nepal
EVER,"Kami Rita Sherpa (Thami, Khumbu)",2005 Spr,2-Jun,8:00,Nepal,M,27,Y,.,Nepal
EVER,Topgay Bhutia,2005 Spr,2-Jun,8:20,India,M,36,Y,.,China
EVER,Ashwini Ajitshing Sadekar Pawar,2005 Spr,2-Jun,8:20,India,F,26,Y,.,China
EVER,Kaman Singh,2005 Spr,2-Jun,8:20,India,M,21,Y,.,China
EVER,Johann (Hans) Goger,2005 Spr,2-Jun,8:30,Austria,M,39,Y,.,China
EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",2005 Spr,2-Jun,8:50,Nepal,M,38,Y,.,Nepal
EVER,Anthony Peter (Tony) Van Marken,2005 Spr,2-Jun,8:50,S Africa,M,40,Y,.,Nepal
EVER,"Pasang Yila Sherpa (Pangboche, Khumbu)",2005 Spr,2-Jun,9:00,Nepal,M,27,Y,.,Nepal
EVER,Daniel David Protz,2005 Spr,2-Jun,9:27,USA,M,28,Y,.,China
EVER,"Mingma (Ang Mingma) Sherpa (Yilajung, Khumbu)",2005 Spr,2-Jun,9:27,Nepal,M,37,Y,.,China
EVER,"Mingma Dorje Sherpa (Khumjung, Khumbu)",2005 Spr,2-Jun,9:27,Nepal,M,37,Y,.,China
EVER,Gregory Peter (Greg) Vadasdi,2005 Spr,2-Jun,9:27,USA,M,28,Y,.,China
EVER,E Fung Stefen Chow,2005 Spr,2-Jun,9:30,Malaysia,M,25,Y,.,Nepal
EVER,"Kami Tshering (Ang Chhiring) Sherpa (Pangboche, Khumbu)",2005 Spr,2-Jun,9:30,Nepal,M,43,Y,.,Nepal
EVER,Neal Edward Mueller,2005 Spr,2-Jun,9:45,USA,M,27,Y,.,Nepal
