Peak ,Name ,Yr/Seas ,Date ,Time ,Citizenship ,Sex ,Age ,Oxy ,Dth ,Host 
EVER,Duncan Charles Chessell,2010 Spr,25-May,10:00,Australia,M,39,Y,.,China
EVER,Richard John Moriarty,2010 Spr,25-May,10:00,UK,M,36,Y,.,China
EVER,John Nettleton,2010 Spr,25-May,10:00,UK,M,28,Y,.,China
EVER,Robert North,2010 Spr,25-May,10:00,Australia,M,34,Y,.,China
EVER,Catherine Jane (Katie) Sarah,2010 Spr,25-May,10:00,Australia,F,41,Y,.,China
EVER,"Damai Chhiri Sherpa (Sikli, Jubing, Solukhumbu)",2010 Spr,25-May,10:00,Nepal,M,34,Y,.,China
EVER,"Dawa Chhiri (Da Chhiri) Sherpa (Phurte, Khumbu)",2010 Spr,25-May,10:00,Nepal,M,32,Y,.,China
EVER,"Kusang Tenzing Sherpa (Ghunsa, Lelep-9, Taplejung)",2010 Spr,25-May,10:00,Nepal,M,24,Y,.,China
EVER,"Lhakpa Sherpa (Zarok, Namche, Khumbu)",2010 Spr,25-May,10:00,Nepal,M,31,Y,.,China
EVER,"Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)",2010 Spr,25-May,10:00,Nepal,M,38,Y,.,China
EVER,"Nima Gyalzen Sherpa (Kharikhola, Solukhumbu)",2010 Spr,25-May,10:00,Nepal,M,30,Y,.,China
EVER,"Nima Kancha Sherpa (Pare, Khumbu)",2010 Spr,25-May,10:00,Nepal,M,33,Y,.,China
EVER,"Pasang Sherpa (Gyabla, Lelep-8, Taplejung)",2010 Spr,25-May,10:00,Nepal,M,32,Y,.,China
EVER,"Pemba Sherpa (Ghunsa, Lelep-9, Taplejung)",2010 Spr,25-May,10:00,Nepal,M,27,Y,.,China
EVER,Christopher Mellor (Chris) Warner,2010 Spr,25-May,10:00,Australia,M,31,Y,.,China
EVER,Zacharakis (Zac) Zaharias,2010 Spr,25-May,10:00,Australia,M,53,Y,.,China
EVER,John Kazanas,2010 Spr,25-May,10:30,Australia,M,39,Y,.,China
EVER,Thorbjorn Lundsgaard,2010 Spr,25-May,10:40,Norway,M,28,Y,.,China
EVER,David Joseph O'Brien,2010 Spr,25-May,10:40,UK,M,44,Y,.,China
EVER,Michael Enrique Rodriguez,2010 Spr,25-May,10:40,USA,M,37,Y,.,China
EVER,"Gyalzen/Gyalje Sherpa (Patle-4, Okhaldhunga)",2010 Spr,25-May,10:40,Nepal,M,36,Y,.,China
EVER,"Jangbu Sherpa (Patle-4, Okhaldhunga)",2010 Spr,25-May,10:40,Nepal,M,43,Y,.,China
EVER,"Jangbu Sherpa (Kharikhola, Solukhumbu)",2010 Spr,25-May,10:40,Nepal,M,29,Y,.,China
EVER,"Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)",2010 Spr,25-May,10:40,Nepal,M,33,Y,.,China
EVER,"Phurba Wangchhu Sherpa (Waku-9, Solukhumbu)",2010 Spr,25-May,10:40,Nepal,M,34,Y,.,China
EVER,Elizabeth Tertil,2010 Spr,25-May,10:50,Canada,F,52,Y,.,China
EVER,Peter Kinloch,2010 Spr,25-May,11:00,UK,M,28,Y,Y,China
EVER,Eric Andrew Larsen,2010 Aut,15-Oct,12:15,USA,M,39,Y,.,Nepal
EVER,"Dawa Gyalzen/Gyaljen Sherpa (Chheplung, Khumbu)",2010 Aut,15-Oct,12:15,Nepal,M,23,Y,.,Nepal
EVER,"Pasang Dawa Sherpa (Tate, Khumbu)",2010 Aut,15-Oct,12:15,Nepal,M,26,Y,.,Nepal
EVER,"Pasang Temba Sherpa (Lukla, Khumbu)",2010 Aut,15-Oct,12:15,Nepal,M,23,Y,.,Nepal
EVER,"Tshering Dorje (Chhering Dorje) Sherpa (Beding, Dolakha)",2010 Aut,15-Oct,12:15,Nepal,M,21,Y,.,Nepal
EVER,"Nima Dorje (Kala) Tamang (Chitre, Bakachol, Khotang)",2010 Aut,15-Oct,12:15,Nepal,M,30,Y,.,Nepal
EVER,Adrian John Ballinger,2011 Spr,5-May,16:00,UK,M,35,Y,.,Nepal
EVER,"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,29,Y,.,Nepal
EVER,"Kami Rita Sherpa (Thami, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,33,Y,.,Nepal
EVER,"Karma Gyalzen (Karma Gelgen) Sherpa (Phortse, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,24,Y,.,Nepal
EVER,"Phu Tshering Sherpa (Phortse, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,33,Y,.,Nepal
EVER,"Phurba Tashi Sherpa (Khumjung, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,39,Y,.,Nepal
EVER,"Rita Dorje (Ang Rita Dorje) Sherpa (Phortse, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,33,Y,.,Nepal
EVER,"Tashi Tshering Sherpa (Khumjung, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,34,Y,.,Nepal
EVER,"Tshering Tashi Sherpa (Khunde, Khumbu)",2011 Spr,5-May,16:00,Nepal,M,31,Y,.,Nepal
EVER,Kenton Edward Cool,2011 Spr,6-May,6:30,UK,M,37,Y,.,Nepal
EVER,Sebastien Philippe Max Rougegre,2011 Spr,6-May,6:30,France/Switzerland,M,30,Y,.,Nepal
EVER,"Dorje Gyalzen Sherpa (Pangboche, Khumbu)",2011 Spr,6-May,6:30,Nepal,M,28,Y,.,Nepal
EVER,"Lhakpa (Lhakpa Chhiring) Sherpa (Kerung-3, Solukhumbu)",2011 Spr,6-May,6:30,Nepal,M,34,Y,.,Nepal
EVER,Charles Norman (Charlie) Wittmack,2011 Spr,6-May,10:45,USA,M,34,Y,.,Nepal
EVER,Carlos Eduardo Elizeu Canellas,2011 Spr,7-May,9:50,Brazil,M,38,Y,.,Nepal
EVER,Carlos Eduardo Santalena,2011 Spr,7-May,9:50,Brazil,M,24,Y,.,Nepal
EVER,"Pasang Rita (Pa Rita) Sherpa (Yilajung, Khumbu)",2011 Spr,7-May,9:50,Nepal,M,36,Y,.,Nepal
EVER,"Shera Gyalzen Sherpa (Khumjung, Khumbu)",2011 Spr,7-May,9:50,Nepal,M,23,Y,.,Nepal
EVER,Tine Mena,2011 Spr,9-May,10:39,India,F,24,Y,.,Nepal
EVER,"Tshering Dorje (Tshiring Dorje) Sherpa (Mamerku, Chheskam, Solukhumbu)",2011 Spr,9-May,10:39,Nepal,M,29,Y,.,Nepal
EVER,Paul Andrew Hameister,2011 Spr,11-May,8:40,Australia,M,41,Y,.,Nepal
EVER,"Ang Gelu Sherpa (Phedi-9, Khotang)",2011 Spr,11-May,8:40,Nepal,M,25,Y,.,Nepal
EVER,"Lhakpa Dorje Sherpa (Sanam, Gudel-4, Solukhumbu)",2011 Spr,11-May,8:40,Nepal,M,49,Y,.,Nepal
EVER,"Tendi Sherpa (Sanam, Gudel-4, Solukhumbu)",2011 Spr,11-May,8:40,Nepal,M,42,Y,.,Nepal
EVER,Dean Douglas Staples,2011 Spr,11-May,8:40,New Zealand,M,47,Y,.,Nepal
EVER,Bruno Gremion,2011 Spr,11-May,9:15,Switzerland,M,39,Y,.,Nepal
EVER,"Apa (Appa) Sherpa (Thami Og, Khumbu)",2011 Spr,11-May,9:15,Nepal,M,51,Y,.,Nepal
EVER,"Arita Sherpa (Thami, Khumbu)",2011 Spr,11-May,9:15,Nepal,M,51,Y,.,Nepal
EVER,"Dawa Tshering (Dawa Chhiri) Sherpa (Thami, Khumbu)",2011 Spr,11-May,9:15,Nepal,M,44,Y,.,Nepal
EVER,"Phurba (Ang Phurba) Sherpa (Phurte, Khumbu)",2011 Spr,11-May,9:15,Nepal,M,52,Y,.,Nepal
EVER,Christopher Bentley (Chris) Shumate,2011 Spr,11-May,9:15,USA,M,48,Y,.,Nepal
EVER,Anshu Jamsenpa,2011 Spr,12-May,7:00,India,F,31,Y,.,Nepal
EVER,"Chhurim Dolma Sherpa (Ghunsa, Lelep-9, Taplejung)",2011 Spr,12-May,7:00,Nepal,F,26,Y,.,Nepal
EVER,"Lhakpa Rangdu Sherpa (Talakharka, Sotang-6, Solukhumbu)",2011 Spr,12-May,7:00,Nepal,M,43,Y,.,Nepal
EVER,"Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)",2011 Spr,12-May,7:00,Nepal,M,29,Y,.,Nepal
EVER,Hassan Sadpara,2011 Spr,12-May,7:30,Pakistan,M,48,Y,.,Nepal
EVER,"Mingma Thindu Sherpa (Nurbu Chaur, Upper Walung, Makalu-Barun)",2011 Spr,12-May,7:30,Nepal,M,30,Y,.,Nepal
EVER,Mitchell Allen (Mitch) Lewis,2011 Spr,12-May,8:00,USA,M,54,Y,.,Nepal
EVER,"Cheddar/Chhedar Sherpa (Sisuwa-9, Makalu-Barun)",2011 Spr,12-May,8:00,Nepal,M,47,Y,.,Nepal
EVER,"Nima Nuru Sherpa (Chheplung, Khumbu)",2011 Spr,12-May,8:00,Nepal,M,43,Y,.,Nepal
EVER,Malgorzata Jolanta (Margaret) Watroba,2011 Spr,12-May,8:00,Australia,F,61,Y,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Phakding, Khumbu)",2011 Spr,12-May,8:10,Nepal,M,29,Y,.,Nepal
EVER,Alessandra Kate (Allie) Pepper,2011 Spr,12-May,8:30,Australia,F,35,Y,.,Nepal
EVER,"Dawa Tenzing Sherpa (Thamo, Khumbu)",2011 Spr,12-May,8:30,Nepal,M,25,Y,.,Nepal
EVER,Stewart James Edge,2011 Spr,12-May,9:30,UK,M,33,Y,.,Nepal
EVER,Samantha Louise (Squash) Falconer,2011 Spr,12-May,9:30,UK,F,30,Y,.,Nepal
EVER,"Ang Pasang Sherpa (Patle-4, Okhaldhunga)",2011 Spr,12-May,9:30,Nepal,M,26,Y,.,Nepal
EVER,"Jangbu Sherpa (Patle-4, Okhaldhunga)",2011 Spr,12-May,9:30,Nepal,M,43,Y,.,Nepal
EVER,"Lhakpa/Lakpa Bhote (Hatiya-2, Makalu-Barun)",2011 Spr,13-May,4:00,Nepal,M,26,Y,.,Nepal
EVER,Dominika Maria Dillier Degelo,2011 Spr,13-May,4:00,Switzerland,F,49,Y,.,Nepal
EVER,Marie Christine Dube,2011 Spr,13-May,4:00,Canada,F,41,Y,.,Nepal
EVER,Dominic Martin Jude,2011 Spr,13-May,4:00,UK,M,48,Y,.,Nepal
EVER,Kung-Gin Jesse Kao,2011 Spr,13-May,4:00,Canada,M,31,Y,.,Nepal
EVER,"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",2011 Spr,13-May,4:00,Nepal,M,46,Y,.,Nepal
EVER,"Dawa Jangbu (Da Jangbu) Sherpa (Pangboche, Khumbu)",2011 Spr,13-May,4:00,Nepal,M,38,Y,.,Nepal
EVER,"Kami (Kame) Sherpa (Bagam, Kerung, Solukhumbu)",2011 Spr,13-May,4:00,Nepal,M,48,Y,.,Nepal
EVER,"Namgyal Sherpa (Khiraule, Bung-9, Solukhumbu)",2011 Spr,13-May,4:00,Nepal,M,39,Y,.,Nepal
EVER,"Pemba Sherpa (Patle-4, Okhaldhunga)",2011 Spr,13-May,4:00,Nepal,M,31,Y,.,Nepal
EVER,"Pemba Chhoti Sherpa (Thami, Khumbu)",2011 Spr,13-May,4:00,Nepal,M,38,Y,.,Nepal
EVER,"Pemba Rinzi/Rinji Sherpa (Bishinga-7, Okhaldhunga)",2011 Spr,13-May,4:00,Nepal,M,35,Y,.,Nepal
EVER,"Sonam Tshering (Ang Sona) Sherpa (Khunde, Khumbu)",2011 Spr,13-May,4:00,Nepal,M,24,Y,.,Nepal
EVER,"Temba Sherpa (Khumjung, Khumbu)",2011 Spr,13-May,4:00,Nepal,M,42,Y,.,Nepal
EVER,Alf Robin Trygg,2011 Spr,13-May,4:00,Sweden,M,24,Y,.,Nepal
EVER,Javier Henry Carvallo Contreras,2011 Spr,13-May,4:30,Bolivia,M,48,Y,.,Nepal
EVER,Kevin John Farebrother,2011 Spr,13-May,4:30,Australia,M,43,Y,.,Nepal
EVER,Pamela Efstathia Pappas,2011 Spr,13-May,4:30,USA,F,40,Y,.,Nepal
EVER,"Dawa Tshering Sherpa (Khumjung, Khumbu)",2011 Spr,13-May,4:30,Nepal,M,28,Y,.,Nepal
EVER,"Dawa Tshering Sherpa (Khunde, Khumbu)",2011 Spr,13-May,4:30,Nepal,M,29,Y,.,Nepal
EVER,"Namgyal Tshering (Namgyal Chhiri) Sherpa (Khumjung, Khumbu)",2011 Spr,13-May,4:30,Nepal,M,28,Y,.,Nepal
EVER,"Palden Namgye/Namgyal Sherpa (Phortse, Khumbu)",2011 Spr,13-May,4:30,Nepal,M,38,Y,.,Nepal
EVER,"Sonam Finjo (Ang Pinzo) Sherpa (Khunde, Khumbu)",2011 Spr,13-May,4:30,Nepal,M,25,Y,.,Nepal
EVER,"Urken Lendu (Urgen Tenzing) Sherpa (Phortse, Khumbu)",2011 Spr,13-May,4:30,Nepal,M,18,Y,.,Nepal
EVER,Jan Jari Mikael Sinivaara,2011 Spr,13-May,4:30,Finland,M,50,Y,.,Nepal
EVER,"Damai Chhiri Sherpa (Sikli, Jubing, Solukhumbu)",2011 Spr,13-May,5:25,Nepal,M,35,Y,.,Nepal
EVER,Seth Edward Wolpin,2011 Spr,13-May,5:25,USA,M,38,Y,.,Nepal
EVER,Michael Robert Matty,2011 Spr,13-May,6:40,USA,M,44,Y,.,Nepal
EVER,Maximillien Peter (Max) Bunce,2011 Spr,13-May,7:00,USA,M,34,Y,.,Nepal
EVER,Walter Lee Elrod,2011 Spr,13-May,7:00,USA,M,49,Y,.,Nepal
EVER,Michael Aaron Hamill,2011 Spr,13-May,7:00,USA,M,33,Y,.,Nepal
EVER,Martin Arthur Rindahl,2011 Spr,13-May,7:00,USA,M,47,Y,.,Nepal
EVER,"Kalden Phura Sherpa (Pangboche, Khumbu)",2011 Spr,13-May,7:00,Nepal,M,24,Y,.,Nepal
EVER,"Kancha Nuru Sherpa (Pangboche, Khumbu)",2011 Spr,13-May,7:00,Nepal,M,23,Y,.,Nepal
EVER,"Pasang Nuru Sherpa (Phortse, Khumbu)",2011 Spr,13-May,7:00,Nepal,M,38,Y,.,Nepal
EVER,"Phinjo Dorje (Finjo Dorje) Sherpa (Pangboche, Khumbu)",2011 Spr,13-May,7:00,Nepal,M,24,Y,.,Nepal
EVER,"Samduk Dorje (Sanduk Dorje) Tamang (Pangboche, Khumbu)",2011 Spr,13-May,7:00,Nepal,M,27,Y,.,Nepal
EVER,Knut Grotli,2011 Spr,13-May,7:20,Norway,M,41,Y,.,Nepal
EVER,Brian Peter Block,2011 Spr,13-May,7:45,USA,M,37,Y,.,Nepal
EVER,Joseph Michael (Joe) Brus,2011 Spr,13-May,7:45,USA,M,36,Y,.,Nepal
EVER,"Gyalu (Ang Gyalu) Lama (Lukla, Khumbu)",2011 Spr,13-May,7:45,Nepal,M,33,Y,.,Nepal
EVER,"Pasang Rita (Pa Rita) Sherpa (Yilajung, Khumbu)",2011 Spr,13-May,7:45,Nepal,M,36,Y,.,Nepal
EVER,Mahdi Amidi Ahang,2011 Spr,13-May,10:30,Iran,M,31,No,.,Nepal
EVER,"Tshering Tashi Sherpa (Khumjung, Khumbu)",2011 Spr,13-May,10:30,Nepal,M,25,Y,.,Nepal
EVER,David Israel Pastor Repizo,2011 Spr,14-May,4:35,Mexico,M,43,Y,.,Nepal
EVER,"Kanchha Nuru Sherpa (Phortse, Khumbu)",2011 Spr,14-May,4:35,Nepal,M,28,Y,.,Nepal
EVER,"Nima Karma Sherpa (Phortse, Khumbu)",2011 Spr,14-May,5:00,Nepal,M,27,Y,.,Nepal
EVER,Graham M. Austin,2011 Spr,14-May,5:10,Australia,M,38,Y,.,Nepal
EVER,Yonsuk Suzanna Derby,2011 Spr,14-May,5:45,USA,F,50,Y,.,Nepal
EVER,"Dawa Nuru (Danuru) Sherpa (Phortse, Khumbu)",2011 Spr,14-May,5:45,Nepal,M,32,Y,.,Nepal
EVER,"Phu Tashi Sherpa (Pangboche, Khumbu)",2011 Spr,14-May,5:45,Nepal,M,38,Y,.,Nepal
EVER,Zachary Derek Zaitzeff,2011 Spr,14-May,5:45,USA,M,36,Y,.,Nepal
EVER,Jeffrey Gottfurcht,2011 Spr,14-May,6:18,USA,M,38,Y,.,Nepal
EVER,"Da Nuru (Dawa Nuru/Norbu) Sherpa (Phortse, Khumbu)",2011 Spr,14-May,6:18,Nepal,M,51,Y,.,Nepal
EVER,Robert William (Rob) Hart,2011 Spr,14-May,9:30,S Africa,M,39,Y,.,Nepal
EVER,James Michael Horst,2011 Spr,14-May,9:30,USA,M,32,Y,.,Nepal
EVER,Brian Dickinson,2011 Spr,15-May,5:30,USA,M,36,Y,.,Nepal
EVER,"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",2011 Spr,16-May,5:55,Nepal,M,40,Y,.,Nepal
EVER,David William Hamilton,2011 Spr,16-May,6:00,UK,M,50,Y,.,Nepal
EVER,"Tshering Pemba Sherpa (Beding, Dolakha)",2011 Spr,16-May,6:05,Nepal,M,25,Y,.,Nepal
EVER,Alan Victor Wade,2011 Spr,16-May,6:05,UK,M,45,Y,.,Nepal
EVER,"Wangdi Sherpa (Shyama-4, Dolakha)",2011 Spr,16-May,6:10,Nepal,M,22,Y,.,Nepal
EVER,Tanel Tuuleveski,2011 Spr,16-May,6:10,Estonia,M,35,Y,.,Nepal
EVER,Geoffrey Douglas Chambers,2011 Spr,16-May,6:15,UK,M,46,Y,.,Nepal
EVER,"Pasang Tenzing Sherpa (Beding, Dolakha)",2011 Spr,16-May,6:15,Nepal,M,26,Y,.,Nepal
EVER,Andrew Stuart (Andy) Chapman,2011 Spr,16-May,6:20,UK,M,43,Y,.,Nepal
EVER,"Pema Chhiring/Chhiri Sherpa (Beding, Dolakha)",2011 Spr,16-May,6:25,Nepal,M,27,Y,.,Nepal
EVER,Martin Howard Smith,2011 Spr,16-May,6:25,UK,M,56,Y,.,Nepal
EVER,Dave Gott,2011 Spr,16-May,6:30,UK,M,51,Y,.,Nepal
EVER,Andras Kaasik,2011 Spr,16-May,6:30,Estonia,M,39,Y,.,Nepal
EVER,"Pema Tshering (Pem Chhiri) Sherpa (Chankhu-6, Dolakha)",2011 Spr,16-May,6:30,Nepal,M,31,Y,.,Nepal
EVER,"Thundu Sherpa (Beding, Dolakha)",2011 Spr,16-May,6:30,Nepal,M,33,Y,.,Nepal
EVER,Charles Henry Burr,2011 Spr,16-May,7:14,UK,M,57,Y,.,Nepal
EVER,"Topchen (Tapchen Lama) Bhote (Hatiya-3, Makalu-Barun (now Shomare, Khumbu))",2011 Spr,16-May,8:30,Nepal,M,31,Y,.,Nepal
EVER,James Ketchell,2011 Spr,16-May,8:30,UK,M,29,Y,.,Nepal
EVER,"Dorje Gyalzen Sherpa (Pangboche, Khumbu)",2011 Spr,16-May,8:30,Nepal,M,28,Y,.,Nepal
EVER,"Lhakpa Wangchu Sherpa (Pangboche, Khumbu)",2011 Spr,16-May,8:30,Nepal,M,24,Y,.,Nepal
EVER,Tulsi Ram Bhandari,2011 Spr,18-May,,Nepal,M,36,Y,.,Nepal
EVER,Hari Dhakal,2011 Spr,18-May,,Nepal,M,32,Y,.,Nepal
EVER,Hari Prasad Guragain,2011 Spr,18-May,,Nepal,M,32,Y,.,Nepal
EVER,Santa Kumar Maharjan,2011 Spr,18-May,,Nepal,M,26,Y,.,Nepal
EVER,Surath Pokhrel,2011 Spr,18-May,,Nepal,M,36,Y,.,Nepal
EVER,"Dorchi Sherpa (Walung, Makalu-9, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,31,Y,.,Nepal
EVER,"Kami Sherpa (Sedua, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,44,Y,.,Nepal
EVER,"Karma Sherpa (Balakharka, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,24,Y,.,Nepal
EVER,"Lhakpa Nuru Sherpa (Tate, Khumbu)",2011 Spr,18-May,,Nepal,M,32,Y,.,Nepal
EVER,"Lhakpa/Lakpa Sherpa (Makalu-9, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,19,Y,.,Nepal
EVER,"Mingma Dorchi Sherpa (Tashigaon, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,23,Y,.,Nepal
EVER,"Nga Tenji Sherpa (Nurbugaon, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,31,Y,.,Nepal
EVER,"Nima Dorje (Ngima Dorchi) Sherpa (Makalu-9, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,28,Y,.,Nepal
EVER,"Pasang Sherpa (Makalu-5, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,23,Y,.,Nepal
EVER,"Pasang Norbu Sherpa (Nurbugaon, Walung, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,38,Y,.,Nepal
EVER,"Pasang Temba Sherpa (Tashigaon, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,28,Y,.,Nepal
EVER,"Pemba Thinduk Sherpa (Makalu-9, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,29,Y,.,Nepal
EVER,"Peme Sherpa (Tashigaon, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,45,Y,.,Nepal
EVER,"Tashi Lhakpa Sherpa (Walung, Makalu-9, Makalu-Barun)",2011 Spr,18-May,,Nepal,M,25,Y,.,Nepal
EVER,Gyanendra Kumar Shrestha,2011 Spr,18-May,,Nepal,M,42,Y,.,Nepal
EVER,Suber Shrestha,2011 Spr,18-May,,Nepal,M,30,Y,.,Nepal
EVER,"Mingma Thinduk/Thenduk Sherpa (Nurbugaon, Makalu-Barun)",2011 Spr,18-May,5:10,Nepal,M,42,Y,.,Nepal
EVER,Khim Lal Gautam,2011 Spr,18-May,5:20,Nepal,M,26,Y,.,Nepal
EVER,"Ang Dawa Sherpa (Sedua, Makalu-Barun)",2011 Spr,18-May,5:30,Nepal,M,33,Y,.,Nepal
EVER,Susmita Maskey,2011 Spr,18-May,6:45,Nepal,F,31,Y,.,Nepal
EVER,"Ang Dawa Sherpa (Kharikhola, Solukhumbu)",2011 Spr,18-May,6:45,Nepal,M,26,Y,.,Nepal
EVER,Padam Bahadur Bhandari,2011 Spr,18-May,7:00,Nepal,M,38,Y,.,Nepal
EVER,Tashi Tshering Bhote (Taplejung),2011 Spr,18-May,9:15,Nepal,M,26,Y,.,Nepal
EVER,Ganesh Chandra Jena,2011 Spr,18-May,9:15,India,M,39,Y,.,Nepal
EVER,"Ang Kami Sherpa (Gudel-5, Solukhumbu)",2011 Spr,18-May,9:15,Nepal,M,28,Y,.,Nepal
EVER,"Dawa Jangbu (Da Jangbu) Sherpa (Thamiteng, Khumbu)",2011 Spr,18-May,9:15,Nepal,M,25,Y,.,Nepal
EVER,Chimi Tashi (Qimi Zhaxi) ,2011 Spr,19-May,,China,M,24,Y,.,China
EVER,Dompa (Dunba) ,2011 Spr,19-May,,China,M,27,Y,.,China
EVER,Pemba (Bianba) ,2011 Spr,19-May,,China,M,28,Y,.,China
EVER,Jan Carnogursky,2011 Spr,19-May,,Slovakia,M,39,Y,.,Nepal
EVER,"Pur Bahadur (Yukta) Gurung (Laprak-3, Gorkha)",2011 Spr,19-May,,Nepal,M,22,Y,.,Nepal
EVER,"Mingma Gyalje Sherpa (Beding, Dolakha)",2011 Spr,19-May,,Nepal,M,25,Y,.,Nepal
EVER,"Karna Bahadur Tamang (Tapting-7, Solukhumbu)",2011 Spr,19-May,,Nepal,M,27,Y,.,Nepal
EVER,"Sange Dorje Sherpa (Khumjung, Khumbu)",2011 Spr,19-May,6:30,Nepal,M,33,Y,.,Nepal
EVER,Basil Patrick Geoghegan,2011 Spr,19-May,7:25,Ireland,M,43,Y,.,Nepal
EVER,Michael John (Mike) Roberts,2011 Spr,19-May,7:25,New Zealand,M,49,Y,.,Nepal
EVER,"Kami Rita Sherpa (Thami, Khumbu)",2011 Spr,19-May,7:25,Nepal,M,33,Y,.,Nepal
EVER,"Lhakpa Sherpa (Sotang-6, Solukhumbu)",2011 Spr,19-May,7:25,Nepal,M,35,Y,.,Nepal
EVER,"Pasang Bhote (Chepuwa-4, Makalu-Barun)",2011 Spr,19-May,7:45,Nepal,M,25,Y,.,Nepal
EVER,"Rinji (Rinzin) Sherpa (Gorakhani-5, Solukhumbu)",2011 Spr,19-May,7:45,Nepal,M,35,Y,.,Nepal
EVER,Dennis John Uhlir,2011 Spr,19-May,7:45,USA,M,49,Y,.,Nepal
EVER,Michael Wayne Gibbons,2011 Spr,19-May,8:00,USA,M,55,Y,.,Nepal
EVER,Thomas Halliday,2011 Spr,19-May,8:00,USA,M,49,Y,.,Nepal
EVER,Benjamin Mason (Ben) Jones,2011 Spr,19-May,8:00,USA,M,32,Y,.,Nepal
EVER,Garrett Christian Madison,2011 Spr,19-May,8:00,USA,M,32,Y,.,Nepal
EVER,Louis John Mariorenzi,2011 Spr,19-May,8:00,USA,M,56,Y,.,Nepal
EVER,Gary James Nelson,2011 Spr,19-May,8:00,USA,M,51,Y,.,Nepal
EVER,"Ang Pasang Sherpa (Thami, Khumbu)",2011 Spr,19-May,8:00,Nepal,M,43,Y,.,Nepal
EVER,"Dawa Nuru (Da Nuru) Sherpa (Thami, Khumbu)",2011 Spr,19-May,8:00,Nepal,M,46,Y,.,Nepal
EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",2011 Spr,19-May,8:00,Nepal,M,44,Y,.,Nepal
EVER,"Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)",2011 Spr,19-May,8:00,Nepal,M,42,Y,.,Nepal
EVER,"Mingma Dorje Sherpa (Sibuje, Waku-4, Solukhumbu)",2011 Spr,19-May,8:00,Nepal,M,41,Y,.,Nepal
EVER,"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",2011 Spr,19-May,8:00,Nepal,M,40,Y,.,Nepal
EVER,Lloyd Marshall Warren,2011 Spr,19-May,8:00,USA,M,56,Y,.,Nepal
